dateID,pubDate,pubYear,pubMonth,pubDay,pubHour,pubMinute
d1028,2020-06-03 08:51:46,2020,6,3,8,51
d1029,2020-06-03 13:46:14,2020,6,3,13,46
d1030,2020-06-03 13:48:52,2020,6,3,13,48
d1031,2020-06-05 13:09:11,2020,6,5,13,9
d1032,2020-06-07 07:17:17,2020,6,7,7,17
d1033,2020-06-08 15:30:28,2020,6,8,15,30
d1034,2020-06-09 14:26:44,2020,6,9,14,26
d1035,2020-06-09 14:39:20,2020,6,9,14,39
d1036,2020-06-11 08:07:40,2020,6,11,8,7
d1037,2020-06-11 22:23:27,2020,6,11,22,23
d1038,2020-06-11 22:24:06,2020,6,11,22,24
d1039,2020-06-12 06:19:07,2020,6,12,6,19
d1040,2020-06-12 11:59:38,2020,6,12,11,59
d1041,2020-06-12 17:15:25,2020,6,12,17,15
d1042,2020-06-12 23:30:32,2020,6,12,23,30
d1043,2020-06-16 09:38:21,2020,6,16,9,38
d1044,2020-06-19 15:27:04,2020,6,19,15,27
d1045,2020-06-20 00:58:33,2020,6,20,0,58
d1046,2020-06-25 02:55:16,2020,6,25,2,55
d1047,2020-06-25 19:23:52,2020,6,25,19,23
d1048,2020-06-25 21:38:35,2020,6,25,21,38
d1049,2020-06-26 13:38:29,2020,6,26,13,38
d1050,2020-06-27 21:06:13,2020,6,27,21,6
d1051,2020-06-29 05:19:54,2020,6,29,5,19
d1052,2020-06-29 10:03:29,2020,6,29,10,3
d1053,2020-07-02 12:43:54,2020,7,2,12,43
d1054,2020-07-08 11:21:01,2020,7,8,11,21
d1055,2020-07-12 23:06:26,2020,7,12,23,6
d1056,2020-07-13 19:24:51,2020,7,13,19,24
d1057,2020-07-14 18:10:13,2020,7,14,18,10
d1058,2020-07-14 19:50:51,2020,7,14,19,50
d1059,2020-07-15 09:11:27,2020,7,15,9,11
d1060,2020-07-15 11:17:00,2020,7,15,11,17
d1061,2020-07-15 11:41:12,2020,7,15,11,41
d1062,2020-07-15 14:17:41,2020,7,15,14,17
d1063,2020-07-15 14:37:12,2020,7,15,14,37
d1064,2020-07-16 14:08:38,2020,7,16,14,8
d1065,2020-07-17 08:52:27,2020,7,17,8,52
d1066,2020-07-17 14:43:37,2020,7,17,14,43
d1067,2020-07-17 20:04:55,2020,7,17,20,4
d1068,2020-07-20 15:22:00,2020,7,20,15,22
d1069,2020-07-20 17:30:02,2020,7,20,17,30
d1070,2020-07-20 21:12:37,2020,7,20,21,12
d1071,2020-07-21 00:25:27,2020,7,21,0,25
d1072,2020-07-21 08:37:23,2020,7,21,8,37
d1073,2020-07-23 22:35:38,2020,7,23,22,35
d1074,2020-07-24 09:55:56,2020,7,24,9,55
d1075,2020-07-25 07:33:19,2020,7,25,7,33
d1076,2020-07-25 10:11:25,2020,7,25,10,11
d1077,2020-07-26 14:48:02,2020,7,26,14,48
d1078,2020-07-28 16:36:24,2020,7,28,16,36
d1079,2020-07-28 20:16:29,2020,7,28,20,16
d1080,2020-07-29 18:28:12,2020,7,29,18,28
d1081,2020-07-30 15:58:09,2020,7,30,15,58
d1082,2020-07-30 22:27:47,2020,7,30,22,27
d1083,2020-07-31 14:33:15,2020,7,31,14,33
d1084,2020-07-31 19:41:44,2020,7,31,19,41
d1085,2020-08-01 13:51:52,2020,8,1,13,51
d1086,2020-08-02 05:42:10,2020,8,2,5,42
d1087,2020-08-02 06:48:02,2020,8,2,6,48
d1088,2020-08-03 08:30:18,2020,8,3,8,30
d1089,2020-08-03 16:29:08,2020,8,3,16,29
d1090,2020-08-04 03:07:26,2020,8,4,3,7
d1091,2020-08-04 11:30:42,2020,8,4,11,30
d1092,2020-08-04 15:29:05,2020,8,4,15,29
d1093,2020-08-04 19:24:53,2020,8,4,19,24
d1094,2020-08-05 17:58:33,2020,8,5,17,58
d1095,2020-08-06 12:38:29,2020,8,6,12,38
d1096,2020-08-06 17:13:47,2020,8,6,17,13
d1097,2020-08-07 08:16:31,2020,8,7,8,16
d1098,2020-08-07 09:08:15,2020,8,7,9,8
d1099,2020-08-07 20:40:16,2020,8,7,20,40
d1100,2020-08-07 20:44:04,2020,8,7,20,44
d1101,2020-08-07 23:30:34,2020,8,7,23,30
d1102,2020-08-08 20:43:45,2020,8,8,20,43
d1103,2020-08-09 06:48:12,2020,8,9,6,48
d1104,2020-08-09 06:53:36,2020,8,9,6,53
d1105,2020-08-10 08:46:36,2020,8,10,8,46
d1106,2020-08-10 20:52:30,2020,8,10,20,52
d1107,2020-08-11 14:33:50,2020,8,11,14,33
d1108,2020-08-11 17:49:29,2020,8,11,17,49
d1109,2020-08-12 21:44:12,2020,8,12,21,44
d1110,2020-08-13 11:52:13,2020,8,13,11,52
d1111,2020-08-13 16:20:17,2020,8,13,16,20
d1112,2020-08-15 09:39:20,2020,8,15,9,39
d1113,2020-08-15 15:43:46,2020,8,15,15,43
d1114,2020-08-15 19:44:37,2020,8,15,19,44
d1115,2020-08-16 09:56:03,2020,8,16,9,56
d1116,2020-08-17 07:29:57,2020,8,17,7,29
d1117,2020-08-17 12:57:18,2020,8,17,12,57
d1118,2020-08-18 23:26:08,2020,8,18,23,26
d1119,2020-08-20 07:34:53,2020,8,20,7,34
d1120,2020-08-20 14:34:49,2020,8,20,14,34
d1121,2020-08-20 17:33:22,2020,8,20,17,33
d1122,2020-08-20 21:43:21,2020,8,20,21,43
d1123,2020-08-21 14:55:00,2020,8,21,14,55
d1124,2020-08-22 22:00:18,2020,8,22,22,0
d1125,2020-08-23 10:08:58,2020,8,23,10,8
d1126,2020-08-23 12:23:17,2020,8,23,12,23
d1127,2020-08-25 05:11:23,2020,8,25,5,11
d1128,2020-08-25 11:02:22,2020,8,25,11,2
d1129,2020-08-26 13:25:14,2020,8,26,13,25
d1130,2020-08-26 17:08:40,2020,8,26,17,8
d1131,2020-08-27 06:57:38,2020,8,27,6,57
d1132,2020-08-27 11:32:28,2020,8,27,11,32
d1133,2020-08-27 11:41:12,2020,8,27,11,41
d1134,2020-08-27 11:57:33,2020,8,27,11,57
d1135,2020-08-28 00:07:44,2020,8,28,0,7
d1136,2020-08-28 11:02:27,2020,8,28,11,2
d1137,2020-08-28 12:30:09,2020,8,28,12,30
d1138,2020-08-28 15:39:13,2020,8,28,15,39
d1139,2020-08-28 20:12:19,2020,8,28,20,12
d1140,2020-08-29 09:12:25,2020,8,29,9,12
d1141,2020-08-29 09:14:20,2020,8,29,9,14
d1142,2020-08-30 01:11:40,2020,8,30,1,11
d1143,2020-08-30 01:35:09,2020,8,30,1,35
d1144,2020-08-30 11:43:23,2020,8,30,11,43
d1145,2020-08-30 14:29:07,2020,8,30,14,29
d1146,2020-08-31 12:07:14,2020,8,31,12,7
d1147,2020-08-31 15:33:30,2020,8,31,15,33
d1148,2020-09-01 19:34:21,2020,9,1,19,34
d1149,2020-09-02 00:29:43,2020,9,2,0,29
d1150,2020-09-03 10:30:21,2020,9,3,10,30
d1151,2020-09-03 14:04:45,2020,9,3,14,4
d1152,2020-09-03 18:50:14,2020,9,3,18,50
d1153,2020-09-05 21:19:16,2020,9,5,21,19
d1154,2020-09-06 00:43:59,2020,9,6,0,43
d1155,2020-09-06 15:54:37,2020,9,6,15,54
d1156,2020-09-08 17:59:31,2020,9,8,17,59
d1157,2020-09-08 19:19:39,2020,9,8,19,19
d1158,2020-09-09 18:40:08,2020,9,9,18,40
d1159,2020-09-09 23:57:34,2020,9,9,23,57
d1160,2020-09-11 19:18:52,2020,9,11,19,18
d1161,2020-09-13 23:31:58,2020,9,13,23,31
d1162,2020-09-15 01:57:34,2020,9,15,1,57
d1163,2020-09-16 01:30:40,2020,9,16,1,30
d1164,2020-09-16 20:45:16,2020,9,16,20,45
d1165,2020-09-16 21:41:45,2020,9,16,21,41
d1166,2020-09-18 19:51:52,2020,9,18,19,51
d1167,2020-09-18 23:41:17,2020,9,18,23,41
d1168,2020-09-19 17:38:12,2020,9,19,17,38
d1169,2020-09-21 18:39:18,2020,9,21,18,39
d1170,2020-09-23 18:29:45,2020,9,23,18,29
d1171,2020-09-25 10:16:37,2020,9,25,10,16
d1172,2020-09-27 13:15:25,2020,9,27,13,15
d1173,2020-09-28 15:44:42,2020,9,28,15,44
d1174,2020-09-29 16:51:38,2020,9,29,16,51
d1175,2020-10-01 01:07:09,2020,10,1,1,7
d1176,2020-10-01 14:46:29,2020,10,1,14,46
d1177,2020-10-01 15:24:06,2020,10,1,15,24
d1178,2020-10-01 20:55:03,2020,10,1,20,55
d1179,2020-10-02 01:27:20,2020,10,2,1,27
d1180,2020-10-03 22:05:47,2020,10,3,22,5
d1181,2020-10-04 00:26:01,2020,10,4,0,26
d1182,2020-10-06 07:23:18,2020,10,6,7,23
d1183,2020-10-06 15:50:42,2020,10,6,15,50
d1184,2020-10-09 09:16:36,2020,10,9,9,16
d1185,2020-10-10 10:45:55,2020,10,10,10,45
d1186,2020-10-11 08:52:23,2020,10,11,8,52
d1187,2020-10-11 15:30:17,2020,10,11,15,30
d1188,2020-10-12 16:34:55,2020,10,12,16,34
d1189,2020-10-13 12:00:58,2020,10,13,12,0
d1190,2020-10-16 19:45:15,2020,10,16,19,45
d1191,2020-10-18 08:11:28,2020,10,18,8,11
d1192,2020-10-19 08:42:46,2020,10,19,8,42
d1193,2020-10-20 09:52:41,2020,10,20,9,52
d1194,2020-10-21 11:12:36,2020,10,21,11,12
d1195,2020-10-21 14:08:29,2020,10,21,14,8
d1196,2020-10-22 14:29:50,2020,10,22,14,29
d1197,2020-10-22 21:52:53,2020,10,22,21,52
d1198,2020-10-25 09:17:27,2020,10,25,9,17
d1199,2020-10-26 12:50:00,2020,10,26,12,50
d1200,2020-10-27 09:12:38,2020,10,27,9,12
d1201,2020-10-27 19:52:03,2020,10,27,19,52
d1202,2020-10-28 00:05:12,2020,10,28,0,5
d1203,2020-10-28 00:05:25,2020,10,28,0,5
d1204,2020-10-28 19:19:27,2020,10,28,19,19
d1205,2020-10-29 13:48:10,2020,10,29,13,48
d1206,2020-10-29 18:42:20,2020,10,29,18,42
d1207,2020-10-30 02:30:16,2020,10,30,2,30
d1208,2020-10-30 09:23:55,2020,10,30,9,23
d1209,2020-10-30 18:34:29,2020,10,30,18,34
d1210,2020-10-31 22:36:38,2020,10,31,22,36
d1211,2020-11-01 17:19:42,2020,11,1,17,19
d1212,2020-11-01 18:49:36,2020,11,1,18,49
d1213,2020-11-02 17:23:04,2020,11,2,17,23
d1214,2020-11-03 19:16:40,2020,11,3,19,16
d1215,2020-11-04 11:16:45,2020,11,4,11,16
d1216,2020-11-05 20:53:01,2020,11,5,20,53
d1217,2020-11-06 08:15:22,2020,11,6,8,15
d1218,2020-11-06 23:10:06,2020,11,6,23,10
d1219,2020-11-08 03:54:30,2020,11,8,3,54
d1220,2020-11-09 07:52:33,2020,11,9,7,52
d1221,2020-11-09 21:28:05,2020,11,9,21,28
d1222,2020-11-10 23:41:44,2020,11,10,23,41
d1223,2020-11-11 13:54:21,2020,11,11,13,54
d1224,2020-11-11 14:06:20,2020,11,11,14,6
d1225,2020-11-12 06:46:06,2020,11,12,6,46
d1226,2020-11-12 09:27:08,2020,11,12,9,27
d1227,2020-11-12 11:30:16,2020,11,12,11,30
d1228,2020-11-12 21:27:06,2020,11,12,21,27
d1229,2020-11-13 10:44:43,2020,11,13,10,44
d1230,2020-11-13 20:10:17,2020,11,13,20,10
d1231,2020-11-13 20:34:31,2020,11,13,20,34
d1232,2020-11-14 08:28:41,2020,11,14,8,28
d1233,2020-11-14 17:32:39,2020,11,14,17,32
d1234,2020-11-15 15:28:01,2020,11,15,15,28
d1235,2020-11-15 20:13:15,2020,11,15,20,13
d1236,2020-11-17 00:04:17,2020,11,17,0,4
d1237,2020-11-17 00:15:47,2020,11,17,0,15
d1238,2020-11-17 00:20:38,2020,11,17,0,20
d1239,2020-11-17 06:52:05,2020,11,17,6,52
d1240,2020-11-17 10:23:02,2020,11,17,10,23
d1241,2020-11-17 10:48:51,2020,11,17,10,48
d1242,2020-11-17 10:51:59,2020,11,17,10,51
d1243,2020-11-17 13:11:11,2020,11,17,13,11
d1244,2020-11-17 16:56:26,2020,11,17,16,56
d1245,2020-11-18 17:10:30,2020,11,18,17,10
d1246,2020-11-19 15:10:14,2020,11,19,15,10
d1247,2020-11-20 10:21:19,2020,11,20,10,21
d1248,2020-11-20 23:53:50,2020,11,20,23,53
d1249,2020-11-22 22:31:15,2020,11,22,22,31
d1250,2020-11-24 11:41:11,2020,11,24,11,41
d1251,2020-11-25 12:10:56,2020,11,25,12,10
d1252,2020-11-25 23:31:55,2020,11,25,23,31
d1253,2020-11-26 06:03:02,2020,11,26,6,3
d1254,2020-11-26 10:31:52,2020,11,26,10,31
d1255,2020-11-27 11:55:11,2020,11,27,11,55
d1256,2020-11-27 15:01:56,2020,11,27,15,1
d1257,2020-11-28 07:12:48,2020,11,28,7,12
d1258,2020-11-28 21:07:46,2020,11,28,21,7
d1259,2020-11-29 19:15:28,2020,11,29,19,15
d1260,2020-11-29 19:17:09,2020,11,29,19,17
d1261,2020-11-29 19:18:02,2020,11,29,19,18
d1262,2020-11-29 19:20:26,2020,11,29,19,20
d1263,2020-11-29 19:24:08,2020,11,29,19,24
d1264,2020-11-29 19:25:29,2020,11,29,19,25
d1265,2020-11-29 19:31:53,2020,11,29,19,31
d1266,2020-11-29 19:32:26,2020,11,29,19,32
d1267,2020-11-29 19:36:21,2020,11,29,19,36
d1268,2020-11-29 19:43:44,2020,11,29,19,43
d1269,2020-11-29 19:45:14,2020,11,29,19,45
d1270,2020-11-29 19:54:53,2020,11,29,19,54
d1271,2020-11-29 20:10:51,2020,11,29,20,10
d1272,2020-11-29 21:17:37,2020,11,29,21,17
d1273,2020-11-30 00:16:47,2020,11,30,0,16
d1274,2020-11-30 06:33:41,2020,11,30,6,33
d1275,2020-12-01 16:21:21,2020,12,1,16,21
d1276,2020-12-01 20:28:03,2020,12,1,20,28
d1277,2020-12-02 13:52:16,2020,12,2,13,52
d1278,2020-12-03 00:18:22,2020,12,3,0,18
d1279,2020-12-03 14:18:58,2020,12,3,14,18
d1280,2020-12-03 14:25:54,2020,12,3,14,25
d1281,2020-12-03 15:14:52,2020,12,3,15,14
d1282,2020-12-03 18:17:18,2020,12,3,18,17
d1283,2020-12-03 18:36:18,2020,12,3,18,36
d1284,2020-12-06 00:36:14,2020,12,6,0,36
d1285,2020-12-08 05:38:30,2020,12,8,5,38
d1286,2020-12-08 05:44:07,2020,12,8,5,44
d1287,2020-12-08 08:56:05,2020,12,8,8,56
d1288,2020-12-08 18:25:40,2020,12,8,18,25
d1289,2020-12-09 10:55:31,2020,12,9,10,55
d1290,2020-12-10 11:18:46,2020,12,10,11,18
d1291,2020-12-10 18:49:09,2020,12,10,18,49
d1292,2020-12-11 22:56:26,2020,12,11,22,56
d1293,2020-12-11 23:56:24,2020,12,11,23,56
d1294,2020-12-12 00:11:51,2020,12,12,0,11
d1295,2020-12-12 07:36:37,2020,12,12,7,36
d1296,2020-12-12 09:01:02,2020,12,12,9,1
d1297,2020-12-12 14:37:55,2020,12,12,14,37
d1298,2020-12-14 05:56:28,2020,12,14,5,56
d1299,2020-12-15 10:27:36,2020,12,15,10,27
d1300,2020-12-15 14:04:44,2020,12,15,14,4
d1301,2020-12-16 00:07:46,2020,12,16,0,7
d1302,2020-12-16 19:08:52,2020,12,16,19,8
d1303,2020-12-17 20:36:43,2020,12,17,20,36
d1304,2020-12-18 14:36:24,2020,12,18,14,36
d1305,2020-12-19 13:27:48,2020,12,19,13,27
d1306,2020-12-22 13:51:21,2020,12,22,13,51
d1307,2020-12-22 15:59:37,2020,12,22,15,59
d1308,2020-12-23 22:32:02,2020,12,23,22,32
d1309,2020-12-24 10:53:35,2020,12,24,10,53
d1310,2020-12-25 09:52:46,2020,12,25,9,52
d1311,2020-12-25 12:26:19,2020,12,25,12,26
d1312,2020-12-27 18:55:45,2020,12,27,18,55
d1313,2020-12-27 18:58:08,2020,12,27,18,58
d1314,2020-12-27 23:16:31,2020,12,27,23,16
d1315,2020-12-28 00:31:19,2020,12,28,0,31
d1316,2020-12-29 08:21:17,2020,12,29,8,21
d1317,2020-12-30 15:46:03,2020,12,30,15,46
d1318,2020-12-31 06:46:24,2020,12,31,6,46
d1319,2020-12-31 20:42:50,2020,12,31,20,42
d1320,2021-01-01 20:09:51,2021,1,1,20,9
d1321,2021-01-01 22:38:45,2021,1,1,22,38
d1322,2021-01-02 17:16:20,2021,1,2,17,16
d1323,2021-01-03 14:43:41,2021,1,3,14,43
d1324,2021-01-03 22:09:05,2021,1,3,22,9
d1325,2021-01-05 08:35:50,2021,1,5,8,35
d1326,2021-01-05 09:38:40,2021,1,5,9,38
d1327,2021-01-05 10:08:42,2021,1,5,10,8
d1328,2021-01-06 00:03:07,2021,1,6,0,3
d1329,2021-01-06 10:54:32,2021,1,6,10,54
d1330,2021-01-08 00:50:31,2021,1,8,0,50
d1331,2021-01-10 07:30:04,2021,1,10,7,30
d1332,2021-01-10 18:03:55,2021,1,10,18,3
d1333,2021-01-10 18:35:23,2021,1,10,18,35
d1334,2021-01-11 10:28:02,2021,1,11,10,28
d1335,2021-01-13 06:27:25,2021,1,13,6,27
d1336,2021-01-15 06:53:20,2021,1,15,6,53
d1337,2021-01-15 12:19:02,2021,1,15,12,19
d1338,2021-01-15 19:06:50,2021,1,15,19,6
d1339,2021-01-16 13:05:11,2021,1,16,13,5
d1340,2021-01-17 13:08:32,2021,1,17,13,8
d1341,2021-01-17 20:25:59,2021,1,17,20,25
d1342,2021-01-19 16:24:09,2021,1,19,16,24
d1343,2021-01-20 09:10:42,2021,1,20,9,10
d1344,2021-01-21 19:57:00,2021,1,21,19,57
d1345,2021-01-21 23:40:20,2021,1,21,23,40
d1346,2021-01-22 08:59:27,2021,1,22,8,59
d1347,2021-01-22 09:16:49,2021,1,22,9,16
d1348,2021-01-23 16:14:57,2021,1,23,16,14
d1349,2021-01-23 21:04:27,2021,1,23,21,4
d1350,2021-01-25 12:09:10,2021,1,25,12,9
d1351,2021-01-25 15:43:19,2021,1,25,15,43
d1352,2021-01-27 18:15:01,2021,1,27,18,15
d1353,2021-01-27 18:47:24,2021,1,27,18,47
d1354,2021-01-28 14:49:57,2021,1,28,14,49
d1355,2021-01-28 17:21:21,2021,1,28,17,21
d1356,2021-01-29 03:30:32,2021,1,29,3,30
d1357,2021-01-29 09:05:30,2021,1,29,9,5
d1358,2021-01-29 20:24:13,2021,1,29,20,24
d1359,2021-01-30 04:45:20,2021,1,30,4,45
d1360,2021-01-30 19:43:23,2021,1,30,19,43
d1361,2021-01-30 21:01:02,2021,1,30,21,1
d1362,2021-01-31 13:37:55,2021,1,31,13,37
d1363,2021-02-01 14:38:04,2021,2,1,14,38
d1364,2021-02-03 09:30:47,2021,2,3,9,30
d1365,2021-02-03 12:16:49,2021,2,3,12,16
d1366,2021-02-04 08:45:52,2021,2,4,8,45
d1367,2021-02-05 00:10:50,2021,2,5,0,10
d1368,2021-02-05 09:16:11,2021,2,5,9,16
d1369,2021-02-05 16:46:53,2021,2,5,16,46
d1370,2021-02-05 19:46:35,2021,2,5,19,46
d1371,2021-02-06 15:31:23,2021,2,6,15,31
d1372,2021-02-07 10:40:17,2021,2,7,10,40
d1373,2021-02-08 10:19:33,2021,2,8,10,19
d1374,2021-02-09 00:02:32,2021,2,9,0,2
d1375,2021-02-09 09:36:04,2021,2,9,9,36
d1376,2021-02-10 04:10:53,2021,2,10,4,10
d1377,2021-02-10 06:15:51,2021,2,10,6,15
d1378,2021-02-10 12:18:21,2021,2,10,12,18
d1379,2021-02-11 17:20:13,2021,2,11,17,20
d1380,2021-02-12 04:13:20,2021,2,12,4,13
d1381,2021-02-14 03:44:22,2021,2,14,3,44
d1382,2021-02-15 17:22:11,2021,2,15,17,22
d1383,2021-02-15 19:01:03,2021,2,15,19,1
d1384,2021-02-15 19:57:18,2021,2,15,19,57
d1385,2021-02-16 13:49:35,2021,2,16,13,49
d1386,2021-02-17 13:28:29,2021,2,17,13,28
d1387,2021-02-18 07:15:12,2021,2,18,7,15
d1388,2021-02-18 13:40:14,2021,2,18,13,40
d1389,2021-02-19 00:30:22,2021,2,19,0,30
d1390,2021-02-19 06:58:02,2021,2,19,6,58
d1391,2021-02-21 19:38:44,2021,2,21,19,38
d1392,2021-02-23 12:52:14,2021,2,23,12,52
d1393,2021-02-23 16:41:49,2021,2,23,16,41
d1394,2021-02-24 10:38:20,2021,2,24,10,38
d1395,2021-02-25 08:38:40,2021,2,25,8,38
d1396,2021-02-27 13:39:39,2021,2,27,13,39
d1397,2021-02-28 08:06:16,2021,2,28,8,6
d1398,2021-02-28 22:42:32,2021,2,28,22,42
d1399,2021-03-01 10:54:53,2021,3,1,10,54
d1400,2021-03-01 13:28:55,2021,3,1,13,28
d1401,2021-03-01 21:01:41,2021,3,1,21,1
d1402,2021-03-03 14:37:25,2021,3,3,14,37
d1403,2021-03-03 14:59:25,2021,3,3,14,59
d1404,2021-03-03 15:29:06,2021,3,3,15,29
d1405,2021-03-04 09:40:09,2021,3,4,9,40
d1406,2021-03-04 21:57:39,2021,3,4,21,57
d1407,2021-03-05 09:14:40,2021,3,5,9,14
d1408,2021-03-05 15:14:21,2021,3,5,15,14
d1409,2021-03-07 08:23:08,2021,3,7,8,23
d1410,2021-03-08 19:23:29,2021,3,8,19,23
d1411,2021-03-09 17:41:26,2021,3,9,17,41
d1412,2021-03-09 20:53:03,2021,3,9,20,53
d1413,2021-03-10 08:43:08,2021,3,10,8,43
d1414,2021-03-10 12:17:50,2021,3,10,12,17
d1415,2021-03-10 17:36:32,2021,3,10,17,36
d1416,2021-03-12 13:14:32,2021,3,12,13,14
d1417,2021-03-13 19:22:38,2021,3,13,19,22
d1418,2021-03-13 22:05:45,2021,3,13,22,5
d1419,2021-03-14 03:20:19,2021,3,14,3,20
d1420,2021-03-14 09:51:01,2021,3,14,9,51
d1421,2021-03-15 06:25:51,2021,3,15,6,25
d1422,2021-03-16 00:59:34,2021,3,16,0,59
d1423,2021-03-16 10:02:04,2021,3,16,10,2
d1424,2021-03-16 18:59:50,2021,3,16,18,59
d1425,2021-03-16 20:47:20,2021,3,16,20,47
d1426,2021-03-17 11:33:00,2021,3,17,11,33
d1427,2021-03-17 17:37:22,2021,3,17,17,37
d1428,2021-03-17 19:14:48,2021,3,17,19,14
d1429,2021-03-17 22:18:48,2021,3,17,22,18
d1430,2021-03-18 09:12:17,2021,3,18,9,12
d1431,2021-03-19 08:24:20,2021,3,19,8,24
d1432,2021-03-19 11:13:02,2021,3,19,11,13
d1433,2021-03-19 12:19:24,2021,3,19,12,19
d1434,2021-03-19 14:13:02,2021,3,19,14,13
d1435,2021-03-19 14:56:08,2021,3,19,14,56
d1436,2021-03-19 19:37:46,2021,3,19,19,37
d1437,2021-03-21 13:33:01,2021,3,21,13,33
d1438,2021-03-21 15:59:31,2021,3,21,15,59
d1439,2021-03-22 04:54:10,2021,3,22,4,54
d1440,2021-03-23 09:10:06,2021,3,23,9,10
d1441,2021-03-23 19:57:51,2021,3,23,19,57
d1442,2021-03-25 18:23:41,2021,3,25,18,23
d1443,2021-03-26 00:25:34,2021,3,26,0,25
d1444,2021-03-26 15:08:42,2021,3,26,15,8
d1445,2021-03-26 15:43:25,2021,3,26,15,43
d1446,2021-03-27 12:17:07,2021,3,27,12,17
d1447,2021-03-27 20:50:03,2021,3,27,20,50
d1448,2021-03-28 14:49:47,2021,3,28,14,49
d1449,2021-03-28 20:33:02,2021,3,28,20,33
d1450,2021-03-28 21:08:59,2021,3,28,21,8
d1451,2021-03-29 02:00:00,2021,3,29,2,0
d1452,2021-03-31 11:04:52,2021,3,31,11,4
d1453,2021-03-31 13:42:53,2021,3,31,13,42
d1454,2021-03-31 14:33:18,2021,3,31,14,33
d1455,2021-03-31 15:56:48,2021,3,31,15,56
d1456,2021-03-31 16:57:33,2021,3,31,16,57
d1457,2021-03-31 17:06:02,2021,3,31,17,6
d1458,2021-03-31 19:42:00,2021,3,31,19,42
d1459,2021-04-01 11:04:24,2021,4,1,11,4
d1460,2021-04-01 12:21:10,2021,4,1,12,21
d1461,2021-04-01 14:12:02,2021,4,1,14,12
d1462,2021-04-02 10:57:34,2021,4,2,10,57
d1463,2021-04-02 17:02:49,2021,4,2,17,2
d1464,2021-04-04 19:23:25,2021,4,4,19,23
d1465,2021-04-05 11:57:18,2021,4,5,11,57
d1466,2021-04-05 18:52:38,2021,4,5,18,52
d1467,2021-04-05 19:01:40,2021,4,5,19,1
d1468,2021-04-06 06:30:25,2021,4,6,6,30
d1469,2021-04-06 09:51:59,2021,4,6,9,51
d1470,2021-04-06 16:08:53,2021,4,6,16,8
d1471,2021-04-06 16:18:06,2021,4,6,16,18
d1472,2021-04-08 08:36:19,2021,4,8,8,36
d1473,2021-04-08 11:26:04,2021,4,8,11,26
d1474,2021-04-08 19:15:50,2021,4,8,19,15
d1475,2021-04-09 16:03:36,2021,4,9,16,3
d1476,2021-04-13 12:27:22,2021,4,13,12,27
d1477,2021-04-13 13:15:03,2021,4,13,13,15
d1478,2021-04-13 14:28:17,2021,4,13,14,28
d1479,2021-04-13 14:34:05,2021,4,13,14,34
d1480,2021-04-13 18:29:06,2021,4,13,18,29
d1481,2021-04-14 17:01:47,2021,4,14,17,1
d1482,2021-04-14 19:20:00,2021,4,14,19,20
d1483,2021-04-14 21:15:25,2021,4,14,21,15
d1484,2021-04-15 16:56:44,2021,4,15,16,56
d1485,2021-04-15 19:35:00,2021,4,15,19,35
d1486,2021-04-16 09:33:24,2021,4,16,9,33
d1487,2021-04-17 14:48:57,2021,4,17,14,48
d1488,2021-04-18 23:32:06,2021,4,18,23,32
d1489,2021-04-20 09:10:47,2021,4,20,9,10
d1490,2021-04-20 11:10:19,2021,4,20,11,10
d1491,2021-04-20 12:12:25,2021,4,20,12,12
d1492,2021-04-20 17:18:39,2021,4,20,17,18
d1493,2021-04-21 13:09:37,2021,4,21,13,9
d1494,2021-04-22 06:30:28,2021,4,22,6,30
d1495,2021-04-23 13:45:08,2021,4,23,13,45
d1496,2021-04-23 22:07:22,2021,4,23,22,7
d1497,2021-04-24 07:13:31,2021,4,24,7,13
d1498,2021-04-27 08:55:44,2021,4,27,8,55
d1499,2021-04-27 12:39:20,2021,4,27,12,39
d1500,2021-04-28 04:41:31,2021,4,28,4,41
d1501,2021-04-28 07:06:01,2021,4,28,7,6
d1502,2021-04-28 12:26:08,2021,4,28,12,26
d1503,2021-04-28 13:08:27,2021,4,28,13,8
d1504,2021-04-28 14:43:41,2021,4,28,14,43
d1505,2021-04-28 15:34:05,2021,4,28,15,34
d1506,2021-04-28 20:52:27,2021,4,28,20,52
d1507,2021-04-30 11:18:50,2021,4,30,11,18
d1508,2021-04-30 17:23:23,2021,4,30,17,23
d1509,2021-04-30 19:10:01,2021,4,30,19,10
d1510,2021-05-01 19:09:01,2021,5,1,19,9
d1511,2021-05-02 09:05:26,2021,5,2,9,5
d1512,2021-05-02 19:08:51,2021,5,2,19,8
d1513,2021-05-03 05:42:40,2021,5,3,5,42
d1514,2021-05-03 08:14:25,2021,5,3,8,14
d1515,2021-05-03 10:20:12,2021,5,3,10,20
d1516,2021-05-03 11:46:32,2021,5,3,11,46
d1517,2021-05-04 11:06:07,2021,5,4,11,6
d1518,2021-05-04 16:06:03,2021,5,4,16,6
d1519,2021-05-05 10:13:11,2021,5,5,10,13
d1520,2021-05-05 13:28:43,2021,5,5,13,28
d1521,2021-05-06 00:46:23,2021,5,6,0,46
d1522,2021-05-06 10:00:43,2021,5,6,10,0
d1523,2021-05-06 10:33:06,2021,5,6,10,33
d1524,2021-05-06 15:25:01,2021,5,6,15,25
d1525,2021-05-07 15:02:49,2021,5,7,15,2
